"customerID","PaymentMethod","MonthlyCharges","TotalCharges","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","Churn"
"7786-WBJYI","Bank transfer (automatic)",77.95,"305.55","Female","0","No","No","4","Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","No","Yes"
"7787-BNTZM","Bank transfer (automatic)",20.15,"130.5","Male","0","No","No","6","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","No"
"7789-CRUVC","Credit card (automatic)",94.2,"5895.45","Female","1","Yes","No","61","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","No","Month-to-month","Yes","No"
"7789-HKSBS","Bank transfer (automatic)",105.2,"4599.15","Female","1","Yes","No","42","Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","One year","Yes","No"
"7794-JASDG","Mailed check",50.75,"50.75","Male","0","No","No","1","Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","No"
"7795-CFOCW","Bank transfer (automatic)",42.3,"1840.75","Male","0","No","No","45","No","No phone service","DSL","Yes","No","Yes","Yes","No","No","One year","No","No"
"7797-EJMDP","Bank transfer (automatic)",66.05,"574.5","Female","0","No","No","8","Yes","No","DSL","Yes","No","No","Yes","No","Yes","Month-to-month","No","No"
"7798-JVXYM","Electronic check",69.65,"921.4","Female","0","No","No","14","Yes","No","DSL","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","No"
"7799-DSEWS","Electronic check",68.35,"1299.8","Male","0","No","No","18","Yes","No","DSL","Yes","No","Yes","Yes","Yes","No","Month-to-month","Yes","No"
"7799-LGRDP","Credit card (automatic)",25.7,"1188.2","Female","0","No","No","43","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","No"
"7801-CEDNV","Credit card (automatic)",48.7,"1421.75","Male","0","Yes","No","27","Yes","No","DSL","Yes","No","No","No","No","No","One year","No","No"
"7801-KICAO","Electronic check",74.15,"1345.75","Female","0","No","No","18","Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","No"
"7802-EFKNY","Electronic check",24.95,"100.4","Male","0","Yes","No","5","No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Yes"
"7803-XOCCZ","Bank transfer (automatic)",84.05,"4326.8","Female","0","Yes","Yes","52","Yes","No","Fiber optic","Yes","No","Yes","Yes","No","No","Month-to-month","Yes","No"
"7808-DVWEP","Bank transfer (automatic)",20,"49.65","Male","0","Yes","No","3","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","No"
"7811-JIVPF","Credit card (automatic)",49.7,"1081.25","Female","0","No","No","23","Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","No","No"
"7812-FZHPE","Mailed check",24.1,"409.9","Female","0","Yes","Yes","17","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Yes"
"7813-TKCVO","Mailed check",20.35,"393.15","Female","0","Yes","No","20","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","No"
"7813-ZGGAW","Bank transfer (automatic)",96.6,"2877.95","Male","1","No","No","31","Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","No","Month-to-month","Yes","No"
"7814-LEEVE","Bank transfer (automatic)",20.3,"20.3","Female","0","Yes","No","1","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","No"
"7815-PDTHL","Mailed check",20.2,"684.4","Male","0","No","No","35","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","No"
"7816-VGHTO","Mailed check",40.55,"217.5","Female","0","Yes","Yes","6","No","No phone service","DSL","No","Yes","Yes","Yes","No","No","Two year","No","No"
"7817-BOQPW","Electronic check",75.55,"166.3","Female","0","No","No","2","Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Yes"
"7817-OMJNA","Bank transfer (automatic)",20.4,"275.7","Male","0","No","No","14","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","No"
"7820-ZYGNY","Credit card (automatic)",90.45,"5825.5","Male","0","No","No","63","Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","One year","No","No"
"7821-DPRQE","Electronic check",107.7,"7320.9","Male","0","Yes","No","68","Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","No"
"7823-JSOAG","Electronic check",74.5,"217.45","Male","0","No","No","3","Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","No"
"7824-PANSQ","Bank transfer (automatic)",80.65,"4807.35","Male","0","No","No","58","Yes","Yes","Fiber optic","No","No","No","Yes","No","No","Month-to-month","No","No"
"7825-ECJRF","Electronic check",106.6,"1934.45","Female","0","No","No","19","Yes","No","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Yes"
"7826-VVKWT","Electronic check",96.55,"2263.45","Female","1","Yes","Yes","24","Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Two year","Yes","No"
"7831-QGOXH","Electronic check",85.2,"1553.9","Female","0","No","No","18","Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Yes"
"7833-PKIHD","Bank transfer (automatic)",76.4,"3966.3","Male","0","Yes","Yes","51","Yes","No","DSL","Yes","No","No","Yes","Yes","Yes","One year","Yes","No"
"7838-LAZFO","Bank transfer (automatic)",78.8,"3597.5","Male","0","Yes","No","45","Yes","No","DSL","Yes","Yes","Yes","No","Yes","Yes","One year","No","No"
"7839-NUIAA","Electronic check",59.8,"3641.5","Female","0","Yes","Yes","61","Yes","Yes","DSL","Yes","Yes","No","No","No","No","Month-to-month","No","No"
"7839-QRKXN","Mailed check",20.2,"20.2","Female","0","No","No","1","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Yes"
"7841-FCRQD","Credit card (automatic)",53.75,"1857.3","Female","0","Yes","No","33","Yes","No","DSL","No","Yes","No","Yes","No","No","One year","Yes","No"
"7841-TZDMQ","Credit card (automatic)",46,"84.5","Male","0","No","No","2","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Yes"
"7850-THJMU","Credit card (automatic)",19.65,"494.9","Female","0","Yes","Yes","26","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","No"
"7850-VWJUU","Bank transfer (automatic)",75,"1778.5","Female","0","No","No","23","Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","No"
"7851-WZEKY","Electronic check",95.15,"196.9","Female","0","No","No","2","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Yes"
"7852-LECYP","Credit card (automatic)",93.8,"1261","Male","1","Yes","No","13","Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","Month-to-month","No","No"
"7853-GVUDZ","Credit card (automatic)",20.15,"20.15","Female","0","Yes","Yes","1","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Yes"
"7853-OETYL","Electronic check",29.05,"129.6","Female","0","Yes","No","4","No","No phone service","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","No"
"7853-WNZSY","Credit card (automatic)",19.75,"19.75","Male","0","No","No","1","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","No"
"7854-EDSSA","Electronic check",59,"1254.7","Male","0","No","No","22","Yes","Yes","DSL","Yes","Yes","No","No","No","No","Month-to-month","No","Yes"
"7854-EKTJL","Electronic check",19.6,"35.85","Female","0","No","Yes","2","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Yes"
"7854-FOKSF","Electronic check",35.9,"35.9","Male","0","No","No","1","No","No phone service","DSL","No","No","No","No","No","Yes","Month-to-month","No","Yes"
"7855-DIWPO","Electronic check",68.65,"1493.2","Female","0","No","No","21","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","No"
"7856-GANIL","Bank transfer (automatic)",98.7,"4525.8","Male","1","Yes","No","45","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","No","One year","Yes","No"
"7858-GTZSP","Electronic check",86.55,"1066.9","Female","0","No","No","12","Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","No"
"7860-KSUGX","Credit card (automatic)",64.45,"4720","Male","0","Yes","Yes","72","Yes","Yes","DSL","Yes","Yes","Yes","No","No","No","Two year","No","No"
"7860-UXCRM","Credit card (automatic)",74.5,"4674.55","Male","0","Yes","Yes","63","Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year","No","No"
"7861-UVUFT","Electronic check",84.3,"1308.4","Female","0","Yes","No","15","Yes","No","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Yes"
"7868-BGSZA","Electronic check",80.2,"3581.6","Male","0","Yes","No","43","Yes","Yes","DSL","Yes","No","Yes","No","Yes","Yes","One year","Yes","No"
"7869-ZYDST","Credit card (automatic)",59.05,"1882.8","Male","0","Yes","No","31","Yes","Yes","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","No"
"7872-BAAZR","Bank transfer (automatic)",19.55,"1007.9","Female","0","Yes","Yes","53","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","No"
"7873-CVMAW","Credit card (automatic)",88.55,"6362.35","Male","0","No","No","72","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","No"
"7874-ECPQJ","Bank transfer (automatic)",20.05,"85.5","Female","0","No","Yes","4","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","No"
"7876-AEHIG","Bank transfer (automatic)",60.15,"3077","Female","0","No","Yes","51","No","No phone service","DSL","Yes","No","Yes","Yes","Yes","Yes","One year","No","No"
"7876-BEUTG","Mailed check",48.8,"720.1","Female","0","No","No","15","Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","No"
"7876-DNYAP","Credit card (automatic)",19.8,"1436.95","Female","0","Yes","Yes","69","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","No"
"7878-JGDKK","Mailed check",44.55,"220.75","Male","0","No","No","4","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","No"
"7878-RTCZG","Mailed check",19.9,"19.9","Female","0","No","No","1","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","No"
"7879-CGSFV","Mailed check",100.9,"5552.05","Male","0","No","No","55","Yes","No","Fiber optic","Yes","Yes","No","No","Yes","Yes","One year","Yes","No"
"7880-XSOJX","Mailed check",42.4,"146.4","Male","0","No","No","4","No","No phone service","DSL","Yes","Yes","No","Yes","No","No","Month-to-month","No","No"
"7881-EVUAD","Electronic check",42.6,"72.4","Female","0","No","No","2","No","No phone service","DSL","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Yes"
"7881-INRLC","Credit card (automatic)",100.85,"4740","Male","0","No","No","45","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Yes"
"7883-ROJOC","Mailed check",44.9,"839.65","Female","0","Yes","No","19","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","No"
"7890-VYYWG","Mailed check",36.45,"93.7","Male","1","Yes","No","3","No","No phone service","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Yes"
"7892-POOKP","Electronic check",104.8,"3046.05","Female","0","Yes","No","28","Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Yes"
"7892-QVYKW","Electronic check",85.6,"1868.4","Female","0","Yes","Yes","23","Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","No"
"7893-IXHRQ","Electronic check",20.55,"20.55","Male","0","No","No","1","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Yes"
"7895-VONWT","Electronic check",48.25,"1293.8","Female","0","No","No","25","No","No phone service","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","No"
"7898-PDWQE","Credit card (automatic)",80.4,"5727.15","Male","0","Yes","No","71","Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","Two year","No","No"
"7901-HXJVA","Electronic check",76.45,"1117.55","Male","0","No","No","14","Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","No","No"
"7901-IIDQV","Bank transfer (automatic)",54.6,"1242.25","Male","0","No","No","24","Yes","Yes","DSL","No","No","No","Yes","No","No","One year","No","No"
"7901-TBKJX","Electronic check",101.05,"5594","Male","1","No","No","56","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","No"
"7903-CMPEY","Electronic check",80.3,"80.3","Male","1","Yes","No","1","Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Yes"
"7905-NJMXS","Electronic check",64.2,"475","Male","1","Yes","No","7","Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","Month-to-month","No","No"
"7905-TVXTA","Electronic check",64.35,"352.65","Female","0","No","No","5","Yes","No","DSL","Yes","No","No","Yes","Yes","No","Month-to-month","Yes","No"
"7908-QCBCA","Mailed check",69.4,"69.4","Female","0","Yes","No","1","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Yes"
"7909-FIOIY","Mailed check",24.85,"434.8","Female","0","Yes","Yes","19","No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","No"
"7916-VCCPB","Bank transfer (automatic)",73.25,"1195.75","Female","0","Yes","Yes","16","Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","No","No"
"7919-ZODZZ","Mailed check",65.9,"660.05","Female","0","Yes","Yes","10","Yes","No","DSL","No","Yes","Yes","No","No","Yes","One year","Yes","No"
"7921-BEPCI","Bank transfer (automatic)",59.75,"4265","Female","0","No","No","72","Yes","Yes","DSL","Yes","Yes","No","No","No","No","Two year","No","No"
"7921-LMDFQ","Bank transfer (automatic)",94,"4905.75","Male","1","No","No","51","Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","No"
"7923-IYJWY","Credit card (automatic)",116.1,"7839.85","Male","1","No","No","67","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","No"
"7924-GJZFI","Electronic check",69.3,"1813.1","Female","1","Yes","No","25","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","No"
"7925-PNRGI","Mailed check",81.3,"3541.1","Female","0","Yes","Yes","45","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","Month-to-month","No","No"
"7926-IJOOU","Credit card (automatic)",19.3,"19.3","Male","0","No","No","1","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","No"
"7928-VJYAB","Electronic check",90.6,"1020.2","Male","0","Yes","Yes","11","Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","No"
"7929-DMBCV","Mailed check",81,"1683.7","Female","0","Yes","No","20","Yes","No","Fiber optic","No","No","Yes","Yes","No","No","Month-to-month","Yes","No"
"7929-SKFGK","Credit card (automatic)",114.3,"8244.3","Male","0","Yes","No","70","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","No"
"7931-PXHFC","Mailed check",62.3,"2354.8","Male","0","No","No","38","Yes","No","DSL","No","No","Yes","Yes","No","Yes","One year","Yes","Yes"
"7938-OUHIO","Electronic check",98.7,"293.65","Male","0","No","No","3","Yes","No","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Yes"
"7940-UQQUG","Bank transfer (automatic)",104.4,"6721.6","Female","0","Yes","Yes","64","Yes","Yes","Fiber optic","Yes","No","No","Yes","Yes","Yes","One year","Yes","No"
"7941-RCJOW","Credit card (automatic)",19.55,"1218.65","Male","0","No","No","65","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","No"
"7943-RQCHR","Electronic check",94.75,"889.9","Female","0","No","No","9","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Yes"
"7945-HLKEA","Electronic check",64.75,"4039.5","Female","0","No","No","60","Yes","Yes","DSL","Yes","No","Yes","Yes","No","No","One year","No","No"
"7945-PRBVF","Bank transfer (automatic)",21.45,"705.45","Male","0","No","No","35","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","No"
"7950-XWOVN","Mailed check",34.7,"383.55","Male","0","No","No","11","No","No phone service","DSL","No","Yes","Yes","No","No","No","Month-to-month","No","No"
"7951-QKZPL","Mailed check",24.5,"740.3","Female","0","Yes","Yes","33","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Yes"
"7951-VRDVK","Bank transfer (automatic)",85.85,"3003.55","Female","0","No","No","36","Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","One year","No","No"
"7952-OBOYL","Mailed check",89.85,"244.45","Male","0","No","No","3","Yes","No","Fiber optic","No","No","Yes","Yes","Yes","No","Month-to-month","Yes","No"
"7954-MLBUN","Bank transfer (automatic)",99.45,"3109.9","Male","0","No","No","31","Yes","No","Fiber optic","No","No","Yes","Yes","Yes","Yes","Two year","No","No"
"7956-XQWGU","Credit card (automatic)",19.4,"460.25","Male","0","No","No","27","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","No"
"7957-RYHQD","Credit card (automatic)",79.2,"3233.85","Female","1","No","No","40","Yes","No","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","Yes","Yes"
"7963-GQRMY","Mailed check",44.3,"134.5","Female","0","Yes","Yes","3","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Yes"
"7963-SHNDT","Mailed check",39.1,"1982.1","Female","0","No","No","52","No","No phone service","DSL","Yes","Yes","No","Yes","No","No","Two year","No","No"
"7964-VEXDG","Electronic check",80.35,"1747.2","Male","0","No","Yes","21","Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","No"
"7964-ZRKKG","Bank transfer (automatic)",88.4,"5798.3","Male","0","Yes","No","67","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","One year","Yes","No"
"7966-YOTQW","Credit card (automatic)",54.5,"568.2","Male","0","No","No","10","Yes","Yes","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","No"
"7967-HYCDE","Bank transfer (automatic)",70.7,"553.4","Male","0","No","No","8","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","No"
"7968-QUXNS","Mailed check",18.95,"110.15","Male","0","No","No","6","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","No"
"7969-AULMZ","Electronic check",97.35,"2119.5","Female","0","No","No","21","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Yes"
"7969-FFOWG","Mailed check",19.9,"1292.6","Male","0","Yes","Yes","65","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","No"
"7971-HLVXI","Credit card (automatic)",84.5,"6130.85","Male","0","Yes","Yes","72","Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Two year","Yes","No"
"7973-DZRKH","Credit card (automatic)",90.95,"5930.05","Female","0","No","Yes","66","Yes","Yes","Fiber optic","Yes","No","Yes","Yes","No","No","Two year","Yes","No"
"7975-JMZNT","Bank transfer (automatic)",91.7,"6075.9","Male","0","Yes","No","66","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","No"
"7975-TZMLR","Electronic check",103.1,"4889.3","Male","0","No","No","47","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","No"
"7976-CICYS","Credit card (automatic)",20.7,"83.75","Male","0","No","No","4","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","No"
"7977-HXJKU","Mailed check",19.6,"397","Male","0","No","Yes","21","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","No"
"7978-DKUQH","Electronic check",74.6,"1797.75","Female","0","Yes","No","25","Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","No"
"7979-CORPM","Credit card (automatic)",90.55,"2282.55","Male","0","No","No","24","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Yes"
"7980-MHFLQ","Mailed check",24.9,"1859.2","Female","0","Yes","Yes","72","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","No"
"7982-VCELR","Credit card (automatic)",94.8,"3565.65","Female","0","No","No","36","Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","No"
"7989-AWGEH","Electronic check",39.2,"1838.15","Male","0","Yes","Yes","49","No","No phone service","DSL","Yes","No","No","No","No","Yes","Month-to-month","Yes","No"
"7989-CHGTL","Mailed check",19.6,"19.6","Male","0","No","No","1","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Yes"
"7989-VCQOH","Electronic check",83.25,"1611.15","Male","0","Yes","Yes","18","Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Month-to-month","No","No"
"7993-NQLJE","Mailed check",75.1,"1151.55","Male","0","Yes","Yes","15","Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","No"
"7993-PYKOF","Electronic check",75,"632.95","Male","0","Yes","No","8","Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Yes"
"7994-UYIVZ","Bank transfer (automatic)",85.65,"659.45","Male","0","Yes","No","8","Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","No"
"7995-ZHHNZ","Credit card (automatic)",56.1,"2386.85","Male","0","Yes","No","42","Yes","Yes","DSL","Yes","No","No","No","No","No","One year","No","No"
"7996-BPXHY","Bank transfer (automatic)",25,"332.5","Female","0","Yes","Yes","13","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","No"
"7996-MHXLW","Credit card (automatic)",25.15,"1683.6","Female","0","No","No","66","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","No"
"7998-WNZEM","Bank transfer (automatic)",80.6,"5708.2","Male","0","No","No","71","Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","Two year","No","No"
"7998-ZLXWN","Credit card (automatic)",20.45,"330.8","Female","0","Yes","No","15","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","No"
"8000-REIQB","Electronic check",69.95,"69.95","Female","1","No","No","1","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Yes"
"8003-EWNDZ","Electronic check",21.2,"222.65","Female","0","No","No","10","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","No"
"8006-PYCSW","Mailed check",20.1,"39.8","Female","0","No","No","2","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","No"
"8008-HAWED","Electronic check",50.75,"712.75","Male","0","No","No","14","No","No phone service","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Yes"
"8008-OTEZX","Mailed check",19.65,"708.8","Female","0","Yes","Yes","35","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","No"
"8010-EZLOU","Electronic check",80.2,"1217.25","Male","1","No","No","15","Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Yes"
"8012-SOUDQ","Electronic check",90.25,"3838.75","Female","1","No","No","43","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","No"
"8015-IHCGW","Electronic check",115.5,"8425.15","Female","0","Yes","Yes","72","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","No"
"8016-NCFVO","Electronic check",116.5,"6382.55","Male","1","No","No","55","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","No"
"8016-ZMGMO","Bank transfer (automatic)",70.85,"4738.85","Female","1","Yes","No","66","Yes","Yes","DSL","No","Yes","Yes","No","Yes","No","One year","Yes","No"
"8017-LXHFA","Electronic check",94.75,"2293.6","Female","1","No","No","23","Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Yes"
"8017-UVSZU","Credit card (automatic)",56.6,"2379.1","Female","0","Yes","No","40","Yes","Yes","DSL","No","Yes","No","No","No","No","Month-to-month","No","No"
"8019-ENHXU","Electronic check",99.45,"4138.05","Male","0","Yes","No","42","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","No","Yes","Month-to-month","Yes","Yes"
"8020-BWHYL","Credit card (automatic)",75.3,"1147.45","Female","1","No","No","15","Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Yes"
"8022-BECSI","Mailed check",19.6,"422.5","Male","0","No","No","22","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","No"
"8023-QHAIO","Bank transfer (automatic)",76.85,"4275.75","Female","1","Yes","No","56","Yes","Yes","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","No"
"8024-XNAFQ","Bank transfer (automatic)",107.4,"7748.75","Female","1","No","No","72","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","Yes","Two year","Yes","No"
"8028-PNXHQ","Bank transfer (automatic)",24.25,"1424.6","Male","0","Yes","Yes","62","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","No"
"8029-XYPWT","Bank transfer (automatic)",115.05,"8016.6","Male","1","Yes","No","71","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","No"
"8033-ATFAS","Mailed check",59.85,"2341.5","Female","0","Yes","Yes","39","Yes","No","DSL","No","No","Yes","No","Yes","No","Month-to-month","Yes","No"
"8033-VCZGH","Electronic check",103.95,"5231.3","Male","0","Yes","No","50","Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","One year","Yes","No"
"8035-BUYVG","Electronic check",42.35,"1716.45","Male","0","Yes","No","40","No","No phone service","DSL","Yes","Yes","Yes","No","No","No","One year","Yes","Yes"
"8035-PWSEV","Electronic check",89.25,"487.05","Female","0","No","No","6","Yes","No","Fiber optic","No","No","Yes","Yes","No","Yes","Month-to-month","Yes","No"
"8039-ACLPL","Credit card (automatic)",68.75,"4888.2","Female","0","Yes","Yes","72","Yes","No","DSL","Yes","Yes","Yes","No","No","Yes","Two year","No","No"
"8039-EQPIM","Bank transfer (automatic)",60.25,"4055.5","Male","0","Yes","No","69","No","No phone service","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","No","No"
"8040-MNRTF","Mailed check",71.1,"71.1","Female","0","No","No","1","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","No"
"8042-JVNFH","Mailed check",71.35,"71.35","Male","0","No","No","1","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Yes"
